dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.0,0.0,1988,0,0.0,14.567256212234497
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.02,0.02,1988,0,0.02,14.680285215377808
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.04,0.04,1988,0,0.04,14.84355902671814
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.06,0.06,1988,0,0.06,15.627202033996582
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.08,0.08,1988,0,0.08,15.145684003829956
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.1,0.1,1988,0,0.1,15.347739219665527
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.12,0.12,1988,0,0.12,15.773826122283936
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.14,0.14,1988,0,0.14,13.417654514312744
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.16,0.16,1988,0,0.16,15.487855195999146
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.18,0.18,1988,0,0.18,14.623898267745972
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.2,0.2,1988,0,0.2,15.183123588562012
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.22,0.22,1988,0,0.22,14.917137861251831
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.24,0.24,1988,0,0.24,15.026556968688965
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.26,0.26,1988,0,0.26,15.188043355941772
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.28,0.28,1988,0,0.28,15.517393589019775
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.3,0.3,1988,0,0.3,15.274424076080322
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.32,0.32,1988,0,0.32,15.216965675354004
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.34,0.339094086248121,1830,2755.9655051501036,0.33851588289904344,16.89391541481018
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.36,0.35671314844766266,1830,2755.9655051501036,0.35678874910926206,16.108810424804688
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.38,0.36352699305557834,1525,8091.277040428284,0.36423676146843875,42.15767478942871
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.4,0.3764312882737262,1526,8054.656168779299,0.37820560642641465,39.64147233963013
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.42,0.40957033504628787,1830,2755.9655051501036,0.41160734773991786,18.612651109695435
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.44,0.4271893972458296,1830,2755.9655051501036,0.4298802139501365,18.041463375091553
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.46,0.4155549417514817,1526,8055.4582695972285,0.42011214130034236,65.92826557159424
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.48,0.42847643225397414,1525,8072.069896251756,0.43408098625831826,37.38701319694519
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.5,0.44105386876643815,1403,12284.01470957072,0.4466571752215077,34.35310482978821
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.52,0.4486260619846491,1111,22928.99064920171,0.4530056062333636,42.61285185813904
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.54,0.4617438528117668,1384,12992.07648778042,0.4695691489689653,19.382660150527954
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.56,0.45392216194553053,1010,26816.796783598827,0.45938632821181,82.51941013336182
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.58,0.464738190709719,553,50312.27195087665,0.4682968448116485,76.29208874702454
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.6,0.4556368593887667,532,51378.04756631119,0.4600054969377527,76.5723078250885
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.62,0.4466893644937683,546,50661.01780754134,0.44991379349148264,118.79159379005432
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.64,0.4359152191075477,539,50764.36553482745,0.4407001096850671,111.36232256889343
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.66,0.4279528919720208,543,50736.633300576366,0.4314864258786518,74.9563193321228
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.68,0.41924876528242855,544,50749.80769320977,0.4222727420722364,61.080610513687134
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_centers_easy_s3,0.7000000000000001,0.40908640538717533,540,50830.256230538136,0.41305905826582107,40.30724215507507
