dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.0,0.0,1980,0,0.0,150.5634684562683
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.02,0.021392000349025567,1975,2392.764162073214,0.02,173.20378947257996
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.04,0.04,1980,0,0.04,186.6917018890381
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.06,0.06,1980,0,0.06,146.69769620895386
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.08,0.08,1980,0,0.08,154.70833468437195
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.1,0.1,1980,0,0.1,174.05813646316528
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.12,0.12,1980,0,0.12,165.47041368484497
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.14,0.14,1980,0,0.14,185.36698126792908
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.16,0.16,1980,0,0.16,158.84679555892944
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.18,0.18,1980,0,0.18,166.3867471218109
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.2,0.2,1980,0,0.2,164.26805686950684
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.22,0.22,1980,0,0.22,184.4712827205658
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.24,0.24,1980,0,0.24,183.3461091518402
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.26,0.26,1980,0,0.26,180.34067368507385
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.28,0.28,1980,0,0.28,159.675546169281
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.3,0.3,1980,0,0.3,174.79251384735107
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.32,0.30370384249896454,1417,178559.8552305067,0.3005581239692081,607.1671121120453
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.34,0.34,1980,0,0.34,181.09889006614685
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.36,0.36,1980,0,0.36,177.86699175834656
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.38,0.3557751817579276,1629,113105.85228387744,0.35124521233805933,754.2926778793335
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.4,0.3573640207350528,1472,162531.74065917396,0.35503080072112764,862.3297607898712
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.42,0.36477611214477335,1407,185881.1312506413,0.36093906913385543,621.7502770423889
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.44,0.3774035904123994,1420,179533.8737445727,0.3725179366004913,585.7889335155487
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.46,0.39259513307108596,1347,239790.42399603667,0.39016984573028646,647.3503518104553
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.48,0.40063327802376236,1368,215692.40307610124,0.3966839857504214,1013.5630321502686
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.5,0.4248586258960813,1313,303310.4932386048,0.4278285256267323,2011.1379890441895
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.52,0.43436066625660064,1284,329005.82485761726,0.43165745562148866,1359.7593002319336
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.54,0.4376334917554787,1274,318680.76306313445,0.43507773632238433,1156.6573586463928
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.56,0.45282502558347687,1433,175607.40099932838,0.4445665761858165,438.41030406951904
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.58,0.4578058969158699,1267,335428.826360867,0.44611654057199845,1413.4679152965546
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.6,0.4661069161724903,1284,312989.3289767466,0.45213694827293077,1180.6707849502563
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.62,0.47558910364323365,1268,335975.86027283274,0.45708179267891835,1894.6790070533752
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.64,0.48222519108934553,1266,329690.65080483654,0.4612629135291237,1522.6505682468414
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.66,0.494752673255686,1279,327121.0462344721,0.4667843858167729,1430.7681679725647
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.68,0.5065265628029899,1292,319067.9105929944,0.472325320229257,1568.9592201709747
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.7000000000000001,0.5180428538725527,1298,320531.8047184462,0.4821441332335862,514.51624584198
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.72,0.518109135017596,1267,333138.7341086837,0.4771707645716447,1739.3610241413116
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.74,0.5321281098161263,1285,324338.2575828396,0.48974554532330317,812.3968257904053
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.76,0.5355161026780784,1267,333195.74432740646,0.48756295462886123,1240.9519946575165
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.78,0.5415596534248042,1259,336864.3249317843,0.49106477351601624,700.1892611980438
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.8,0.592133457505388,1384,267745.6378976613,0.49975266430426396,862.5550270080566
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.8200000000000001,0.5697180923298714,1283,346561.6768952753,0.4992718729788231,1077.6515772342682
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.84,0.5657715426405692,1255,338804.53925760405,0.5018126316445911,1463.7483632564545
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.86,0.5810147204155268,1272,331268.6287935913,0.5079028605412402,1597.966566324234
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.88,0.5839358864763909,1258,336288.95593729976,0.507191251554048,1183.7943348884583
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.9,0.5874972369483216,1247,336154.72078159626,0.5149300936172359,1729.0968539714813
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.92,0.5984479240822731,1252,339554.3431472575,0.5133307073596594,1605.897560119629
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.9400000000000001,0.6125950545036427,1264,339048.6159051464,0.5290072920088457,817.5534291267395
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.96,0.6225235020927269,1267,334075.9988509907,0.5293672896488867,1373.5896713733673
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,0.98,0.6297167824018752,1264,333294.49207853107,0.537493627302912,1272.047432422638
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_rural_hard_s3,1.0,0.6323232323232323,1252,340252.3762930632,0.5334728033472803,897.4099287986755
