dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.0,0.0,2026,0,0.0,34.63533806800842
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.02,0.02,2026,0,0.02,38.573983669281006
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.04,0.04,2026,0,0.04,29.79879093170166
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.06,0.06,2026,0,0.06,26.676289796829224
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.08,0.08,2026,0,0.08,32.62159538269043
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.1,0.1,2026,0,0.1,36.31864523887634
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.12,0.12,2026,0,0.12,34.636401414871216
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.14,0.14,2026,0,0.14,36.95888113975525
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.16,0.16,2026,0,0.16,25.919703006744385
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.18,0.18,2026,0,0.18,35.466190576553345
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.2,0.2,2026,0,0.2,31.64649271965027
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.22,0.22,2026,0,0.22,36.25625014305115
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.24,0.24,2026,0,0.24,32.461634397506714
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.26,0.26,2026,0,0.26,33.70829200744629
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.28,0.28,2026,0,0.28,32.84682488441467
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.3,0.293509529485492,1915,3914.9410309109057,0.2945917195056077,91.8833520412445
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.32,0.3111416778254626,1560,26234.770649065045,0.31373412871679,154.43331027030945
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.34,0.3234967003737183,1551,26389.174107112176,0.32668499137103235,128.4410936832428
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.36,0.33657370276811216,1516,28929.572900440853,0.338958281564283,141.1249017715454
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.38,0.35253349595794226,1532,28971.001293060704,0.351458388047576,83.48922300338745
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.4,0.38893873983957666,1871,8973.76338547456,0.3838419824054152,51.32439208030701
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.42,0.37516801190128596,1514,29125.37612299441,0.3758111695638278,70.02668166160583
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.44,0.38794595138473625,1515,28992.1007269606,0.38746975768037206,146.8245086669922
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.46,0.4008238404249297,1516,28889.878705669762,0.3998013835036317,71.60779190063477
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.48,0.40197890873765196,938,95244.86140200963,0.4012275364558904,142.49488258361816
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.5,0.4331277686128814,1567,25572.74439116481,0.42457810619987485,239.23350167274475
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.52,0.434200510005255,430,185893.38628116625,0.43534257237428997,212.28455448150635
dataset,alpha,fitness,rejected,cost,fitness_train,time_train
nsf_uniform_easy_s3,0.54,0.42951316613760393,463,183356.8328787057,0.42795769708590503,123.72106003761292
